Timestamp	Checkpoint count	Recover count	Sampling count	Communication count	Connection Errors
2024-06-03T01:16:53	2	1	10	1	0
2024-06-03T01:17:45	2	1	20	2	0
2024-06-03T01:18:36	2	1	30	3	0
2024-06-03T01:19:28	2	1	40	4	0
2024-06-03T01:20:19	2	1	50	5	0
2024-06-03T01:21:10	2	1	60	6	0
2024-06-03T01:22:02	2	1	70	7	0
2024-06-03T01:22:53	2	1	80	8	0
2024-06-03T01:23:44	2	1	90	9	0
2024-06-03T01:24:36	2	1	100	10	0
2024-06-03T01:25:27	2	1	110	11	0
2024-06-03T01:26:18	2	1	120	12	0
2024-06-03T01:27:10	2	1	130	13	0
2024-06-03T01:28:01	2	1	140	14	0
2024-06-03T01:28:52	2	1	150	15	0
2024-06-03T01:29:44	2	1	160	16	0
2024-06-03T01:30:35	2	1	170	17	0
2024-06-03T01:31:26	2	1	180	18	0
2024-06-03T01:32:17	2	1	190	19	0
2024-06-03T01:33:09	2	1	200	20	0
2024-06-03T01:34:00	2	1	210	21	0
2024-06-03T01:34:52	2	1	220	22	0
2024-06-03T01:35:43	2	1	230	23	0
2024-06-03T01:36:35	2	1	240	24	0
2024-06-03T01:37:26	2	1	250	25	0
2024-06-03T01:38:17	2	1	260	26	0
2024-06-03T01:39:09	2	1	270	27	0
2024-06-03T01:40:01	13	1	280	28	0
2024-06-03T01:40:53	24	1	290	29	0
2024-06-03T02:19:05	24	2	290	29	0
2024-06-03T02:19:57	24	2	300	30	0
2024-06-03T02:20:48	24	2	310	31	0
2024-06-03T02:21:39	24	2	320	32	0
2024-06-03T02:22:30	24	2	330	33	0
2024-06-03T02:23:22	24	2	340	34	0
2024-06-03T02:24:13	24	2	350	35	0
2024-06-03T02:25:04	24	2	360	36	0
2024-06-03T02:25:56	24	2	370	37	0
2024-06-03T02:26:47	24	2	380	38	0
2024-06-03T02:27:38	24	2	390	39	0
2024-06-03T02:28:30	24	2	400	40	0
2024-06-03T02:29:21	24	2	410	41	0
