Timestamp	Checkpoint count	Recover count	Sampling count	Communication count	Connection Errors
2024-06-02T00:05:13	3	1	10	1	0
2024-06-02T00:06:05	3	1	20	2	0
2024-06-02T00:06:56	3	1	30	3	0
2024-06-02T00:07:48	3	1	40	4	0
2024-06-02T00:08:40	3	1	50	5	0
2024-06-02T00:09:31	3	1	60	6	0
2024-06-02T00:10:22	3	1	70	7	0
2024-06-02T00:11:13	3	1	80	8	0
2024-06-02T00:12:05	3	1	90	9	0
2024-06-02T00:12:56	3	1	100	10	0
2024-06-02T00:13:47	3	1	110	11	0
2024-06-02T00:14:38	3	1	120	12	0
2024-06-02T00:15:30	3	1	130	13	0
2024-06-02T00:16:21	3	1	140	14	0
2024-06-02T00:17:12	3	1	150	15	0
2024-06-02T00:18:04	3	1	160	16	0
2024-06-02T00:18:55	3	1	170	17	0
2024-06-02T00:19:46	3	1	180	18	0
2024-06-02T00:20:37	3	1	190	19	0
2024-06-02T00:21:29	3	1	200	20	0
2024-06-02T00:22:20	3	1	210	21	0
2024-06-02T00:23:11	3	1	220	22	0
2024-06-02T00:24:02	3	1	230	23	0
2024-06-02T00:24:54	3	1	240	24	0
2024-06-02T00:25:45	3	1	250	25	0
2024-06-02T00:26:36	3	1	260	26	0
2024-06-02T00:27:28	3	1	270	27	0
2024-06-02T00:28:19	3	1	280	28	0
2024-06-02T00:30:02	3	1	300	30	0
2024-06-02T00:30:53	3	1	310	31	0
2024-06-02T00:31:44	3	1	320	32	0
2024-06-02T00:32:35	3	1	330	33	0
2024-06-02T00:33:27	3	1	340	34	0
2024-06-02T00:34:18	3	1	350	35	0
2024-06-02T00:35:09	3	1	360	36	0
2024-06-02T00:36:01	3	1	370	37	0
2024-06-02T00:36:52	3	1	380	38	0
2024-06-02T00:37:43	3	1	390	39	0
2024-06-02T00:38:35	3	1	400	40	0
2024-06-02T00:39:26	3	1	410	41	0
2024-06-02T00:40:17	4	1	420	42	0
2024-06-02T00:41:09	16	1	430	43	0
2024-06-02T01:18:15	27	2	440	44	0
2024-06-02T01:19:07	27	2	450	45	0
2024-06-02T01:19:58	27	2	460	46	0
2024-06-02T01:20:50	27	2	470	47	0
2024-06-02T01:21:41	27	2	480	48	0
2024-06-02T01:22:32	27	2	490	49	0
2024-06-02T01:23:24	27	2	500	50	0
2024-06-02T01:24:15	27	2	510	51	0
2024-06-02T01:25:07	27	2	520	52	0
2024-06-02T01:25:58	27	2	530	53	0
2024-06-02T01:26:49	27	2	540	54	0
2024-06-02T01:27:40	27	2	550	55	0
2024-06-02T01:28:32	27	2	560	56	0
2024-06-02T01:29:23	27	2	570	57	0
2024-06-02T01:30:15	27	2	580	58	0
2024-06-02T01:31:06	27	2	590	59	0
2024-06-02T01:31:57	27	2	600	60	0
2024-06-02T01:32:48	27	2	610	61	0
2024-06-02T01:33:40	27	2	620	62	0
2024-06-02T01:34:31	27	2	630	63	0
2024-06-02T01:35:22	27	2	640	64	0
2024-06-02T01:36:14	27	2	650	65	0
2024-06-02T01:37:05	27	2	660	66	0
2024-06-02T01:37:56	27	2	670	67	0
2024-06-02T01:38:47	27	2	680	68	0
2024-06-02T01:39:39	27	2	690	69	0
2024-06-02T01:40:30	27	2	700	70	0
2024-06-02T01:41:21	27	2	710	71	0
2024-06-02T01:42:13	27	2	720	72	0
2024-06-02T01:43:04	27	2	730	73	0
2024-06-02T01:43:55	27	2	740	74	0
2024-06-02T01:44:46	27	2	750	75	0
2024-06-02T01:45:38	27	2	760	76	0
2024-06-02T01:46:29	27	2	770	77	0
2024-06-02T01:47:20	27	2	780	78	0
2024-06-02T01:48:12	27	2	790	79	0
2024-06-02T01:49:03	27	2	800	80	0
2024-06-02T01:49:54	27	2	810	81	0
2024-06-02T01:50:45	27	2	820	82	0
2024-06-02T01:51:37	27	2	830	83	0
2024-06-02T01:52:28	27	2	840	84	0
2024-06-02T01:53:20	27	2	850	85	0
2024-06-02T01:54:11	27	2	860	86	0
2024-06-02T01:55:03	27	2	870	87	0
2024-06-02T01:55:54	27	2	880	88	0
2024-06-02T01:56:45	27	2	890	89	0
2024-06-02T01:57:37	27	2	900	90	0
2024-06-02T01:58:28	27	2	910	91	0
2024-06-02T01:59:19	27	2	920	92	0
2024-06-02T02:00:11	27	2	930	93	0
2024-06-02T02:01:02	27	2	940	94	0
2024-06-02T02:01:53	27	2	950	95	0
2024-06-02T02:02:44	27	2	960	96	0
2024-06-02T02:03:36	27	2	970	97	0
2024-06-02T02:04:27	27	2	980	98	0
2024-06-02T02:05:18	27	2	990	99	0
2024-06-02T02:06:10	27	2	1000	100	0
2024-06-02T02:07:01	27	2	1010	101	0
2024-06-02T02:07:52	27	2	1020	102	0
2024-06-02T02:08:43	27	2	1030	103	0
2024-06-02T02:09:35	27	2	1040	104	0
2024-06-02T02:10:26	27	2	1050	105	0
2024-06-02T02:11:17	27	2	1060	106	0
