Timestamp	Checkpoint count	Recover count	Sampling count	Communication count	Connection Errors
2024-06-04T12:53:33	10	2	10	1	0
2024-06-04T12:54:25	21	2	20	2	0
2024-06-04T12:55:17	32	2	30	3	0
2024-06-04T12:56:09	43	2	40	4	0
2024-06-04T12:57:01	54	2	50	5	0
2024-06-04T12:57:53	65	2	60	6	0
2024-06-04T12:58:45	76	2	70	7	0
2024-06-04T12:59:37	87	2	80	8	0
2024-06-04T13:32:08	98	3	90	9	0
2024-06-04T13:33:00	109	3	100	10	0
2024-06-04T13:33:52	120	3	110	11	0
2024-06-04T13:34:44	131	3	120	12	0
2024-06-04T13:35:36	142	3	130	13	0
2024-06-04T13:36:28	153	3	140	14	0
2024-06-04T13:37:20	164	3	150	15	0
2024-06-04T13:38:12	175	3	160	16	0
2024-06-04T13:39:04	186	3	170	17	0
2024-06-04T13:39:57	197	3	180	18	0
2024-06-04T14:01:51	197	4	180	18	0
2024-06-04T14:02:43	208	4	190	19	0
2024-06-04T14:03:35	219	4	200	20	0
2024-06-04T14:04:27	230	4	210	21	0
2024-06-04T14:05:19	241	4	220	22	0
2024-06-04T14:06:11	252	4	230	23	0
2024-06-04T14:07:03	263	4	240	24	0
2024-06-04T14:07:55	274	4	250	25	0
2024-06-04T14:08:47	285	4	260	26	0
2024-06-04T14:09:39	296	4	270	27	0
2024-06-04T14:10:31	307	4	280	28	0
2024-06-04T14:11:23	318	4	290	29	0
2024-06-04T14:29:43	318	5	290	29	0
2024-06-04T14:31:37	340	5	310	31	0
2024-06-04T14:32:29	351	5	320	32	0
2024-06-04T14:33:21	362	5	330	33	0
2024-06-04T14:34:13	373	5	340	34	0
2024-06-04T14:35:05	384	5	350	35	0
2024-06-04T14:48:43	384	6	350	35	0
2024-06-04T14:49:35	395	6	360	36	0
2024-06-04T14:50:27	406	6	370	37	0
2024-06-04T14:51:19	417	6	380	38	0
2024-06-04T14:52:11	428	6	390	39	0
2024-06-04T14:53:03	439	6	400	40	0
2024-06-04T14:53:55	450	6	410	41	0
2024-06-04T14:54:47	461	6	420	42	0
2024-06-04T14:55:39	472	6	430	43	0
2024-06-04T14:56:31	483	6	440	44	0
2024-06-04T14:57:23	494	6	450	45	0
2024-06-04T14:58:15	505	6	460	46	0
2024-06-04T14:59:07	516	6	470	47	0
2024-06-04T14:59:59	527	6	480	48	0
2024-06-04T15:13:19	527	7	480	48	0
2024-06-04T15:14:11	538	7	490	49	0
2024-06-04T15:15:03	549	7	500	50	0
2024-06-04T15:15:55	560	7	510	51	0
2024-06-04T15:16:47	571	7	520	52	0
2024-06-04T15:17:39	582	7	530	53	0
2024-06-04T15:18:31	593	7	540	54	0
2024-06-04T15:19:23	604	7	550	55	0
2024-06-04T15:20:16	615	7	560	56	0
2024-06-04T15:21:08	626	7	570	57	0
2024-06-04T15:22:00	637	7	580	58	0
2024-06-04T15:22:52	648	7	590	59	0
2024-06-04T15:23:44	659	7	600	60	0
2024-06-04T15:36:43	660	8	600	61	0
2024-06-04T15:37:35	671	8	610	62	0
2024-06-04T15:38:27	682	8	620	63	0
2024-06-04T15:40:21	704	8	640	65	0
2024-06-04T15:41:13	715	8	650	66	0
2024-06-04T15:42:05	726	8	660	67	0
2024-06-04T15:42:57	737	8	670	68	0
2024-06-04T15:55:20	738	9	670	69	0
2024-06-04T15:56:12	749	9	680	70	0
2024-06-04T15:57:04	760	9	690	71	0
2024-06-04T15:57:56	771	9	700	72	0
2024-06-04T15:58:48	782	9	710	73	0
2024-06-04T15:59:40	793	9	720	74	0
2024-06-04T16:00:32	804	9	730	75	0
2024-06-04T16:01:24	815	9	740	76	0
2024-06-04T16:02:16	826	9	750	77	0
2024-06-04T16:03:08	837	9	760	78	0
2024-06-04T16:04:00	848	9	770	79	0
2024-06-04T16:18:13	859	10	780	80	1
2024-06-04T16:19:05	870	10	790	81	1
2024-06-04T16:19:57	881	10	800	82	1
2024-06-04T16:20:49	892	10	810	83	1
2024-06-04T16:21:41	903	10	820	84	1
2024-06-04T16:35:47	914	11	830	85	1
2024-06-04T16:36:39	925	11	840	86	1
2024-06-04T16:37:31	936	11	850	87	1
2024-06-04T16:38:23	947	11	860	88	1
2024-06-04T16:39:15	958	11	870	89	1
2024-06-04T16:40:07	969	11	880	90	1
2024-06-04T16:41:00	980	11	890	91	1
2024-06-04T16:41:52	991	11	900	92	1
2024-06-04T16:42:44	1002	11	910	93	1
2024-06-04T16:43:36	1013	11	920	94	1
2024-06-04T16:44:28	1024	11	930	95	1
2024-06-04T16:45:20	1035	11	940	96	1
2024-06-04T16:46:12	1046	11	950	97	1
2024-06-04T16:58:43	1046	12	950	97	1
2024-06-04T16:59:35	1057	12	960	98	1
2024-06-04T17:00:27	1068	12	970	99	1
2024-06-04T17:01:19	1079	12	980	100	1
2024-06-04T17:02:11	1090	12	990	101	1
2024-06-04T17:03:03	1101	12	1000	102	1
2024-06-04T17:03:55	1112	12	1010	103	1
2024-06-04T17:04:47	1123	12	1020	104	1
2024-06-04T17:05:39	1134	12	1030	105	1
2024-06-04T17:06:31	1145	12	1040	106	1
2024-06-04T17:07:23	1156	12	1050	107	1
2024-06-04T17:08:15	1167	12	1060	108	1
2024-06-04T17:09:07	1178	12	1070	109	1
2024-06-04T17:09:59	1189	12	1080	110	1
2024-06-04T17:22:31	1189	13	1080	110	1
2024-06-04T17:23:23	1200	13	1090	111	1
2024-06-04T17:24:15	1211	13	1100	112	1
2024-06-04T17:25:07	1222	13	1110	113	1
2024-06-04T17:25:59	1233	13	1120	114	1
2024-06-04T17:26:51	1244	13	1130	115	1
2024-06-04T17:27:43	1255	13	1140	116	1
2024-06-04T17:28:36	1266	13	1150	117	1
2024-06-04T17:29:28	1277	13	1160	118	1
2024-06-04T17:30:20	1288	13	1170	119	1
2024-06-04T17:31:12	1299	13	1180	120	1
2024-06-04T17:32:04	1310	13	1190	121	1
2024-06-04T17:32:56	1321	13	1200	122	1
2024-06-04T17:33:48	1332	13	1210	123	1
2024-06-04T17:46:38	1332	14	1210	123	1
2024-06-04T17:47:30	1343	14	1220	124	1
2024-06-04T17:48:22	1354	14	1230	125	1
2024-06-04T17:49:14	1365	14	1240	126	1
2024-06-04T17:50:06	1376	14	1250	127	1
2024-06-04T17:50:58	1387	14	1260	128	1
2024-06-04T17:51:50	1398	14	1270	129	1
2024-06-04T17:52:43	1409	14	1280	130	1
2024-06-04T17:53:35	1420	14	1290	131	1
2024-06-04T17:54:26	1431	14	1300	132	1
2024-06-04T17:55:18	1442	14	1310	133	1
2024-06-04T17:56:11	1453	14	1320	134	1
2024-06-04T17:57:03	1464	14	1330	135	1
